OMRÅDE;ENHED;BOERNALD;BOERNAL1;TID;INDHOLD
København;Familier;0 år;12 år;1986;32299
København;Familier;0 år;12 år;1987;31777
København;Familier;0 år;12 år;1988;31665
København;Familier;0 år;12 år;1989;31679
København;Familier;0 år;12 år;1990;32028
København;Familier;0 år;12 år;1991;32482
København;Familier;0 år;12 år;1992;33140
København;Familier;0 år;12 år;1993;34056
København;Familier;0 år;12 år;1994;34771
København;Familier;0 år;12 år;1995;35885
København;Familier;0 år;12 år;1996;37172
København;Familier;0 år;12 år;1997;38405
København;Familier;0 år;12 år;1998;39150
København;Familier;0 år;12 år;1999;39921
København;Familier;0 år;12 år;2000;40907
København;Familier;0 år;12 år;2001;41841
København;Familier;0 år;12 år;2002;42528
København;Familier;0 år;12 år;2003;43064
København;Familier;0 år;12 år;2004;43657
København;Familier;0 år;12 år;2005;43696
København;Familier;0 år;12 år;2006;43380
København;Familier;0 år;12 år;2007;43875
København;Familier;0 år;12 år;2008;44481
København;Familier;0 år;12 år;2009;45471
København;Familier;0 år;12 år;2010;46844
København;Familier;0 år;12 år;2011;48290
København;Familier;0 år;12 år;2012;49810
København;Familier;0 år;12 år;2013;50959
København;Familier;0 år;12 år;2014;51868
København;Familier;0 år;12 år;2015;52799
København;Familier;0 år;12 år;2016;53614
København;Familier;0 år;12 år;2017;55014
København;Familier;0 år;12 år;2018;56008
København;Familier;0 år;12 år;2019;56997
København;Familier;0 år;12 år;2020;57719
København;Familier;0 år;12 år;2021;57310
København;Familier;0 år;12 år;2022;56661
København;Familier;0 år;12 år;2023;56603
København;Familier;0 år;12 år;2024;55923
Frederiksberg;Familier;0 år;12 år;1986;5638
Frederiksberg;Familier;0 år;12 år;1987;5428
Frederiksberg;Familier;0 år;12 år;1988;5363
Frederiksberg;Familier;0 år;12 år;1989;5260
Frederiksberg;Familier;0 år;12 år;1990;5374
Frederiksberg;Familier;0 år;12 år;1991;5437
Frederiksberg;Familier;0 år;12 år;1992;5534
Frederiksberg;Familier;0 år;12 år;1993;5693
Frederiksberg;Familier;0 år;12 år;1994;5892
Frederiksberg;Familier;0 år;12 år;1995;6059
Frederiksberg;Familier;0 år;12 år;1996;6306
Frederiksberg;Familier;0 år;12 år;1997;6587
Frederiksberg;Familier;0 år;12 år;1998;6716
Frederiksberg;Familier;0 år;12 år;1999;6897
Frederiksberg;Familier;0 år;12 år;2000;7114
Frederiksberg;Familier;0 år;12 år;2001;7374
Frederiksberg;Familier;0 år;12 år;2002;7523
Frederiksberg;Familier;0 år;12 år;2003;7644
Frederiksberg;Familier;0 år;12 år;2004;7836
Frederiksberg;Familier;0 år;12 år;2005;7852
Frederiksberg;Familier;0 år;12 år;2006;7815
Frederiksberg;Familier;0 år;12 år;2007;7992
Frederiksberg;Familier;0 år;12 år;2008;8180
Frederiksberg;Familier;0 år;12 år;2009;8426
Frederiksberg;Familier;0 år;12 år;2010;8765
Frederiksberg;Familier;0 år;12 år;2011;8995
Frederiksberg;Familier;0 år;12 år;2012;9169
Frederiksberg;Familier;0 år;12 år;2013;9392
Frederiksberg;Familier;0 år;12 år;2014;9414
Frederiksberg;Familier;0 år;12 år;2015;9409
Frederiksberg;Familier;0 år;12 år;2016;9472
Frederiksberg;Familier;0 år;12 år;2017;9519
Frederiksberg;Familier;0 år;12 år;2018;9422
Frederiksberg;Familier;0 år;12 år;2019;9434
Frederiksberg;Familier;0 år;12 år;2020;9387
Frederiksberg;Familier;0 år;12 år;2021;9214
Frederiksberg;Familier;0 år;12 år;2022;8899
Frederiksberg;Familier;0 år;12 år;2023;8816
Frederiksberg;Familier;0 år;12 år;2024;8620
Dragør;Familier;0 år;12 år;1986;1281
Dragør;Familier;0 år;12 år;1987;1245
Dragør;Familier;0 år;12 år;1988;1191
Dragør;Familier;0 år;12 år;1989;1191
Dragør;Familier;0 år;12 år;1990;1165
Dragør;Familier;0 år;12 år;1991;1148
Dragør;Familier;0 år;12 år;1992;1175
Dragør;Familier;0 år;12 år;1993;1187
Dragør;Familier;0 år;12 år;1994;1187
Dragør;Familier;0 år;12 år;1995;1225
Dragør;Familier;0 år;12 år;1996;1241
Dragør;Familier;0 år;12 år;1997;1306
Dragør;Familier;0 år;12 år;1998;1334
Dragør;Familier;0 år;12 år;1999;1342
Dragør;Familier;0 år;12 år;2000;1330
Dragør;Familier;0 år;12 år;2001;1356
Dragør;Familier;0 år;12 år;2002;1401
Dragør;Familier;0 år;12 år;2003;1400
Dragør;Familier;0 år;12 år;2004;1393
Dragør;Familier;0 år;12 år;2005;1371
Dragør;Familier;0 år;12 år;2006;1385
Dragør;Familier;0 år;12 år;2007;1391
Dragør;Familier;0 år;12 år;2008;1371
Dragør;Familier;0 år;12 år;2009;1371
Dragør;Familier;0 år;12 år;2010;1388
Dragør;Familier;0 år;12 år;2011;1410
Dragør;Familier;0 år;12 år;2012;1374
Dragør;Familier;0 år;12 år;2013;1382
Dragør;Familier;0 år;12 år;2014;1354
Dragør;Familier;0 år;12 år;2015;1371
Dragør;Familier;0 år;12 år;2016;1400
Dragør;Familier;0 år;12 år;2017;1426
Dragør;Familier;0 år;12 år;2018;1402
Dragør;Familier;0 år;12 år;2019;1408
Dragør;Familier;0 år;12 år;2020;1436
Dragør;Familier;0 år;12 år;2021;1447
Dragør;Familier;0 år;12 år;2022;1465
Dragør;Familier;0 år;12 år;2023;1463
Dragør;Familier;0 år;12 år;2024;1432
Tårnby;Familier;0 år;12 år;1986;3834
Tårnby;Familier;0 år;12 år;1987;3711
Tårnby;Familier;0 år;12 år;1988;3653
Tårnby;Familier;0 år;12 år;1989;3657
Tårnby;Familier;0 år;12 år;1990;3634
Tårnby;Familier;0 år;12 år;1991;3652
Tårnby;Familier;0 år;12 år;1992;3655
Tårnby;Familier;0 år;12 år;1993;3640
Tårnby;Familier;0 år;12 år;1994;3646
Tårnby;Familier;0 år;12 år;1995;3660
Tårnby;Familier;0 år;12 år;1996;3727
Tårnby;Familier;0 år;12 år;1997;3751
Tårnby;Familier;0 år;12 år;1998;3808
Tårnby;Familier;0 år;12 år;1999;3888
Tårnby;Familier;0 år;12 år;2000;3896
Tårnby;Familier;0 år;12 år;2001;3897
Tårnby;Familier;0 år;12 år;2002;3919
Tårnby;Familier;0 år;12 år;2003;3914
Tårnby;Familier;0 år;12 år;2004;3937
Tårnby;Familier;0 år;12 år;2005;3978
Tårnby;Familier;0 år;12 år;2006;4046
Tårnby;Familier;0 år;12 år;2007;4081
Tårnby;Familier;0 år;12 år;2008;4097
Tårnby;Familier;0 år;12 år;2009;4087
Tårnby;Familier;0 år;12 år;2010;4022
Tårnby;Familier;0 år;12 år;2011;4100
Tårnby;Familier;0 år;12 år;2012;4096
Tårnby;Familier;0 år;12 år;2013;4143
Tårnby;Familier;0 år;12 år;2014;4192
Tårnby;Familier;0 år;12 år;2015;4241
Tårnby;Familier;0 år;12 år;2016;4293
Tårnby;Familier;0 år;12 år;2017;4313
Tårnby;Familier;0 år;12 år;2018;4346
Tårnby;Familier;0 år;12 år;2019;4355
Tårnby;Familier;0 år;12 år;2020;4324
Tårnby;Familier;0 år;12 år;2021;4297
Tårnby;Familier;0 år;12 år;2022;4270
Tårnby;Familier;0 år;12 år;2023;4268
Tårnby;Familier;0 år;12 år;2024;4341
Albertslund;Familier;0 år;12 år;1986;3636
Albertslund;Familier;0 år;12 år;1987;3511
Albertslund;Familier;0 år;12 år;1988;3455
Albertslund;Familier;0 år;12 år;1989;3400
Albertslund;Familier;0 år;12 år;1990;3390
Albertslund;Familier;0 år;12 år;1991;3403
Albertslund;Familier;0 år;12 år;1992;3414
Albertslund;Familier;0 år;12 år;1993;3389
Albertslund;Familier;0 år;12 år;1994;3376
Albertslund;Familier;0 år;12 år;1995;3363
Albertslund;Familier;0 år;12 år;1996;3343
Albertslund;Familier;0 år;12 år;1997;3378
Albertslund;Familier;0 år;12 år;1998;3343
Albertslund;Familier;0 år;12 år;1999;3346
Albertslund;Familier;0 år;12 år;2000;3317
Albertslund;Familier;0 år;12 år;2001;3298
Albertslund;Familier;0 år;12 år;2002;3256
Albertslund;Familier;0 år;12 år;2003;3171
Albertslund;Familier;0 år;12 år;2004;3088
Albertslund;Familier;0 år;12 år;2005;3013
Albertslund;Familier;0 år;12 år;2006;2909
Albertslund;Familier;0 år;12 år;2007;2860
Albertslund;Familier;0 år;12 år;2008;2805
Albertslund;Familier;0 år;12 år;2009;2825
Albertslund;Familier;0 år;12 år;2010;2812
Albertslund;Familier;0 år;12 år;2011;2828
Albertslund;Familier;0 år;12 år;2012;2784
Albertslund;Familier;0 år;12 år;2013;2760
Albertslund;Familier;0 år;12 år;2014;2687
Albertslund;Familier;0 år;12 år;2015;2667
Albertslund;Familier;0 år;12 år;2016;2677
Albertslund;Familier;0 år;12 år;2017;2641
Albertslund;Familier;0 år;12 år;2018;2644
Albertslund;Familier;0 år;12 år;2019;2637
Albertslund;Familier;0 år;12 år;2020;2592
Albertslund;Familier;0 år;12 år;2021;2541
Albertslund;Familier;0 år;12 år;2022;2584
Albertslund;Familier;0 år;12 år;2023;2532
Albertslund;Familier;0 år;12 år;2024;2519
Ballerup;Familier;0 år;12 år;1986;4937
Ballerup;Familier;0 år;12 år;1987;4753
Ballerup;Familier;0 år;12 år;1988;4553
Ballerup;Familier;0 år;12 år;1989;4373
Ballerup;Familier;0 år;12 år;1990;4303
Ballerup;Familier;0 år;12 år;1991;4358
Ballerup;Familier;0 år;12 år;1992;4407
Ballerup;Familier;0 år;12 år;1993;4438
Ballerup;Familier;0 år;12 år;1994;4503
Ballerup;Familier;0 år;12 år;1995;4552
Ballerup;Familier;0 år;12 år;1996;4579
Ballerup;Familier;0 år;12 år;1997;4573
Ballerup;Familier;0 år;12 år;1998;4672
Ballerup;Familier;0 år;12 år;1999;4696
Ballerup;Familier;0 år;12 år;2000;4738
Ballerup;Familier;0 år;12 år;2001;4794
Ballerup;Familier;0 år;12 år;2002;4934
Ballerup;Familier;0 år;12 år;2003;5006
Ballerup;Familier;0 år;12 år;2004;5017
Ballerup;Familier;0 år;12 år;2005;5056
Ballerup;Familier;0 år;12 år;2006;4998
Ballerup;Familier;0 år;12 år;2007;4941
Ballerup;Familier;0 år;12 år;2008;4824
Ballerup;Familier;0 år;12 år;2009;4794
Ballerup;Familier;0 år;12 år;2010;4783
Ballerup;Familier;0 år;12 år;2011;4796
Ballerup;Familier;0 år;12 år;2012;4761
Ballerup;Familier;0 år;12 år;2013;4743
Ballerup;Familier;0 år;12 år;2014;4695
Ballerup;Familier;0 år;12 år;2015;4654
Ballerup;Familier;0 år;12 år;2016;4605
Ballerup;Familier;0 år;12 år;2017;4581
Ballerup;Familier;0 år;12 år;2018;4571
Ballerup;Familier;0 år;12 år;2019;4617
Ballerup;Familier;0 år;12 år;2020;4655
Ballerup;Familier;0 år;12 år;2021;4687
Ballerup;Familier;0 år;12 år;2022;4641
Ballerup;Familier;0 år;12 år;2023;4684
Ballerup;Familier;0 år;12 år;2024;4765
Brøndby;Familier;0 år;12 år;1986;3891
Brøndby;Familier;0 år;12 år;1987;3709
Brøndby;Familier;0 år;12 år;1988;3635
Brøndby;Familier;0 år;12 år;1989;3550
Brøndby;Familier;0 år;12 år;1990;3494
Brøndby;Familier;0 år;12 år;1991;3471
Brøndby;Familier;0 år;12 år;1992;3505
Brøndby;Familier;0 år;12 år;1993;3524
Brøndby;Familier;0 år;12 år;1994;3533
Brøndby;Familier;0 år;12 år;1995;3556
Brøndby;Familier;0 år;12 år;1996;3686
Brøndby;Familier;0 år;12 år;1997;3723
Brøndby;Familier;0 år;12 år;1998;3709
Brøndby;Familier;0 år;12 år;1999;3668
Brøndby;Familier;0 år;12 år;2000;3602
Brøndby;Familier;0 år;12 år;2001;3616
Brøndby;Familier;0 år;12 år;2002;3614
Brøndby;Familier;0 år;12 år;2003;3578
Brøndby;Familier;0 år;12 år;2004;3541
Brøndby;Familier;0 år;12 år;2005;3493
Brøndby;Familier;0 år;12 år;2006;3416
Brøndby;Familier;0 år;12 år;2007;3355
Brøndby;Familier;0 år;12 år;2008;3279
Brøndby;Familier;0 år;12 år;2009;3194
Brøndby;Familier;0 år;12 år;2010;3223
Brøndby;Familier;0 år;12 år;2011;3212
Brøndby;Familier;0 år;12 år;2012;3234
Brøndby;Familier;0 år;12 år;2013;3192
Brøndby;Familier;0 år;12 år;2014;3253
Brøndby;Familier;0 år;12 år;2015;3301
Brøndby;Familier;0 år;12 år;2016;3324
Brøndby;Familier;0 år;12 år;2017;3333
Brøndby;Familier;0 år;12 år;2018;3349
Brøndby;Familier;0 år;12 år;2019;3355
Brøndby;Familier;0 år;12 år;2020;3294
Brøndby;Familier;0 år;12 år;2021;3298
Brøndby;Familier;0 år;12 år;2022;3305
Brøndby;Familier;0 år;12 år;2023;3423
Brøndby;Familier;0 år;12 år;2024;3612
Gentofte;Familier;0 år;12 år;1986;5403
Gentofte;Familier;0 år;12 år;1987;5346
Gentofte;Familier;0 år;12 år;1988;5235
Gentofte;Familier;0 år;12 år;1989;5181
Gentofte;Familier;0 år;12 år;1990;5227
Gentofte;Familier;0 år;12 år;1991;5292
Gentofte;Familier;0 år;12 år;1992;5392
Gentofte;Familier;0 år;12 år;1993;5529
Gentofte;Familier;0 år;12 år;1994;5714
Gentofte;Familier;0 år;12 år;1995;5904
Gentofte;Familier;0 år;12 år;1996;6152
Gentofte;Familier;0 år;12 år;1997;6359
Gentofte;Familier;0 år;12 år;1998;6593
Gentofte;Familier;0 år;12 år;1999;6736
Gentofte;Familier;0 år;12 år;2000;6815
Gentofte;Familier;0 år;12 år;2001;6968
Gentofte;Familier;0 år;12 år;2002;7071
Gentofte;Familier;0 år;12 år;2003;7142
Gentofte;Familier;0 år;12 år;2004;7257
Gentofte;Familier;0 år;12 år;2005;7364
Gentofte;Familier;0 år;12 år;2006;7345
Gentofte;Familier;0 år;12 år;2007;7277
Gentofte;Familier;0 år;12 år;2008;7193
Gentofte;Familier;0 år;12 år;2009;7202
Gentofte;Familier;0 år;12 år;2010;7304
Gentofte;Familier;0 år;12 år;2011;7363
Gentofte;Familier;0 år;12 år;2012;7408
Gentofte;Familier;0 år;12 år;2013;7392
Gentofte;Familier;0 år;12 år;2014;7419
Gentofte;Familier;0 år;12 år;2015;7396
Gentofte;Familier;0 år;12 år;2016;7344
Gentofte;Familier;0 år;12 år;2017;7369
Gentofte;Familier;0 år;12 år;2018;7336
Gentofte;Familier;0 år;12 år;2019;7197
Gentofte;Familier;0 år;12 år;2020;7093
Gentofte;Familier;0 år;12 år;2021;6965
Gentofte;Familier;0 år;12 år;2022;6855
Gentofte;Familier;0 år;12 år;2023;6759
Gentofte;Familier;0 år;12 år;2024;6600
Gladsaxe;Familier;0 år;12 år;1986;5765
Gladsaxe;Familier;0 år;12 år;1987;5616
Gladsaxe;Familier;0 år;12 år;1988;5551
Gladsaxe;Familier;0 år;12 år;1989;5489
Gladsaxe;Familier;0 år;12 år;1990;5442
Gladsaxe;Familier;0 år;12 år;1991;5520
Gladsaxe;Familier;0 år;12 år;1992;5558
Gladsaxe;Familier;0 år;12 år;1993;5658
Gladsaxe;Familier;0 år;12 år;1994;5784
Gladsaxe;Familier;0 år;12 år;1995;6029
Gladsaxe;Familier;0 år;12 år;1996;6141
Gladsaxe;Familier;0 år;12 år;1997;6230
Gladsaxe;Familier;0 år;12 år;1998;6367
Gladsaxe;Familier;0 år;12 år;1999;6472
Gladsaxe;Familier;0 år;12 år;2000;6456
Gladsaxe;Familier;0 år;12 år;2001;6496
Gladsaxe;Familier;0 år;12 år;2002;6475
Gladsaxe;Familier;0 år;12 år;2003;6478
Gladsaxe;Familier;0 år;12 år;2004;6498
Gladsaxe;Familier;0 år;12 år;2005;6509
Gladsaxe;Familier;0 år;12 år;2006;6467
Gladsaxe;Familier;0 år;12 år;2007;6407
Gladsaxe;Familier;0 år;12 år;2008;6405
Gladsaxe;Familier;0 år;12 år;2009;6398
Gladsaxe;Familier;0 år;12 år;2010;6504
Gladsaxe;Familier;0 år;12 år;2011;6605
Gladsaxe;Familier;0 år;12 år;2012;6632
Gladsaxe;Familier;0 år;12 år;2013;6677
Gladsaxe;Familier;0 år;12 år;2014;6686
Gladsaxe;Familier;0 år;12 år;2015;6787
Gladsaxe;Familier;0 år;12 år;2016;6778
Gladsaxe;Familier;0 år;12 år;2017;6863
Gladsaxe;Familier;0 år;12 år;2018;7000
Gladsaxe;Familier;0 år;12 år;2019;6997
Gladsaxe;Familier;0 år;12 år;2020;7036
Gladsaxe;Familier;0 år;12 år;2021;7051
Gladsaxe;Familier;0 år;12 år;2022;6955
Gladsaxe;Familier;0 år;12 år;2023;6943
Gladsaxe;Familier;0 år;12 år;2024;6981
Glostrup;Familier;0 år;12 år;1986;1745
Glostrup;Familier;0 år;12 år;1987;1752
Glostrup;Familier;0 år;12 år;1988;1732
Glostrup;Familier;0 år;12 år;1989;1681
Glostrup;Familier;0 år;12 år;1990;1657
Glostrup;Familier;0 år;12 år;1991;1697
Glostrup;Familier;0 år;12 år;1992;1718
Glostrup;Familier;0 år;12 år;1993;1816
Glostrup;Familier;0 år;12 år;1994;1844
Glostrup;Familier;0 år;12 år;1995;1865
Glostrup;Familier;0 år;12 år;1996;1871
Glostrup;Familier;0 år;12 år;1997;1904
Glostrup;Familier;0 år;12 år;1998;1928
Glostrup;Familier;0 år;12 år;1999;1956
Glostrup;Familier;0 år;12 år;2000;1979
Glostrup;Familier;0 år;12 år;2001;1990
Glostrup;Familier;0 år;12 år;2002;1999
Glostrup;Familier;0 år;12 år;2003;2019
Glostrup;Familier;0 år;12 år;2004;2061
Glostrup;Familier;0 år;12 år;2005;2068
Glostrup;Familier;0 år;12 år;2006;2020
Glostrup;Familier;0 år;12 år;2007;1971
Glostrup;Familier;0 år;12 år;2008;1962
Glostrup;Familier;0 år;12 år;2009;1973
Glostrup;Familier;0 år;12 år;2010;1993
Glostrup;Familier;0 år;12 år;2011;2034
Glostrup;Familier;0 år;12 år;2012;2069
Glostrup;Familier;0 år;12 år;2013;2087
Glostrup;Familier;0 år;12 år;2014;2114
Glostrup;Familier;0 år;12 år;2015;2147
Glostrup;Familier;0 år;12 år;2016;2139
Glostrup;Familier;0 år;12 år;2017;2147
Glostrup;Familier;0 år;12 år;2018;2178
Glostrup;Familier;0 år;12 år;2019;2140
Glostrup;Familier;0 år;12 år;2020;2182
Glostrup;Familier;0 år;12 år;2021;2212
Glostrup;Familier;0 år;12 år;2022;2214
Glostrup;Familier;0 år;12 år;2023;2184
Glostrup;Familier;0 år;12 år;2024;2149
Herlev;Familier;0 år;12 år;1986;2927
Herlev;Familier;0 år;12 år;1987;2851
Herlev;Familier;0 år;12 år;1988;2778
Herlev;Familier;0 år;12 år;1989;2733
Herlev;Familier;0 år;12 år;1990;2687
Herlev;Familier;0 år;12 år;1991;2685
Herlev;Familier;0 år;12 år;1992;2721
Herlev;Familier;0 år;12 år;1993;2742
Herlev;Familier;0 år;12 år;1994;2782
Herlev;Familier;0 år;12 år;1995;2797
Herlev;Familier;0 år;12 år;1996;2841
Herlev;Familier;0 år;12 år;1997;2906
Herlev;Familier;0 år;12 år;1998;2939
Herlev;Familier;0 år;12 år;1999;2948
Herlev;Familier;0 år;12 år;2000;2917
Herlev;Familier;0 år;12 år;2001;2907
Herlev;Familier;0 år;12 år;2002;2926
Herlev;Familier;0 år;12 år;2003;2878
Herlev;Familier;0 år;12 år;2004;2863
Herlev;Familier;0 år;12 år;2005;2791
Herlev;Familier;0 år;12 år;2006;2752
Herlev;Familier;0 år;12 år;2007;2665
Herlev;Familier;0 år;12 år;2008;2620
Herlev;Familier;0 år;12 år;2009;2619
Herlev;Familier;0 år;12 år;2010;2623
Herlev;Familier;0 år;12 år;2011;2616
Herlev;Familier;0 år;12 år;2012;2601
Herlev;Familier;0 år;12 år;2013;2685
Herlev;Familier;0 år;12 år;2014;2788
Herlev;Familier;0 år;12 år;2015;2853
Herlev;Familier;0 år;12 år;2016;2895
Herlev;Familier;0 år;12 år;2017;2857
Herlev;Familier;0 år;12 år;2018;2874
Herlev;Familier;0 år;12 år;2019;2899
Herlev;Familier;0 år;12 år;2020;2900
Herlev;Familier;0 år;12 år;2021;2869
Herlev;Familier;0 år;12 år;2022;2840
Herlev;Familier;0 år;12 år;2023;2848
Herlev;Familier;0 år;12 år;2024;2866
Hvidovre;Familier;0 år;12 år;1986;4955
Hvidovre;Familier;0 år;12 år;1987;4821
Hvidovre;Familier;0 år;12 år;1988;4686
Hvidovre;Familier;0 år;12 år;1989;4563
Hvidovre;Familier;0 år;12 år;1990;4518
Hvidovre;Familier;0 år;12 år;1991;4544
Hvidovre;Familier;0 år;12 år;1992;4585
Hvidovre;Familier;0 år;12 år;1993;4620
Hvidovre;Familier;0 år;12 år;1994;4673
Hvidovre;Familier;0 år;12 år;1995;4800
Hvidovre;Familier;0 år;12 år;1996;4877
Hvidovre;Familier;0 år;12 år;1997;4981
Hvidovre;Familier;0 år;12 år;1998;5022
Hvidovre;Familier;0 år;12 år;1999;5057
Hvidovre;Familier;0 år;12 år;2000;5041
Hvidovre;Familier;0 år;12 år;2001;5118
Hvidovre;Familier;0 år;12 år;2002;5178
Hvidovre;Familier;0 år;12 år;2003;5177
Hvidovre;Familier;0 år;12 år;2004;5188
Hvidovre;Familier;0 år;12 år;2005;5194
Hvidovre;Familier;0 år;12 år;2006;5106
Hvidovre;Familier;0 år;12 år;2007;5033
Hvidovre;Familier;0 år;12 år;2008;4958
Hvidovre;Familier;0 år;12 år;2009;4910
Hvidovre;Familier;0 år;12 år;2010;4970
Hvidovre;Familier;0 år;12 år;2011;5024
Hvidovre;Familier;0 år;12 år;2012;5061
Hvidovre;Familier;0 år;12 år;2013;5143
Hvidovre;Familier;0 år;12 år;2014;5195
Hvidovre;Familier;0 år;12 år;2015;5248
Hvidovre;Familier;0 år;12 år;2016;5353
Hvidovre;Familier;0 år;12 år;2017;5372
Hvidovre;Familier;0 år;12 år;2018;5454
Hvidovre;Familier;0 år;12 år;2019;5454
Hvidovre;Familier;0 år;12 år;2020;5437
Hvidovre;Familier;0 år;12 år;2021;5458
Hvidovre;Familier;0 år;12 år;2022;5429
Hvidovre;Familier;0 år;12 år;2023;5352
Hvidovre;Familier;0 år;12 år;2024;5350
Høje-Taastrup;Familier;0 år;12 år;1986;5196
Høje-Taastrup;Familier;0 år;12 år;1987;5160
Høje-Taastrup;Familier;0 år;12 år;1988;5051
Høje-Taastrup;Familier;0 år;12 år;1989;4898
Høje-Taastrup;Familier;0 år;12 år;1990;4804
Høje-Taastrup;Familier;0 år;12 år;1991;4760
Høje-Taastrup;Familier;0 år;12 år;1992;4782
Høje-Taastrup;Familier;0 år;12 år;1993;4780
Høje-Taastrup;Familier;0 år;12 år;1994;4881
Høje-Taastrup;Familier;0 år;12 år;1995;4890
Høje-Taastrup;Familier;0 år;12 år;1996;4911
Høje-Taastrup;Familier;0 år;12 år;1997;4947
Høje-Taastrup;Familier;0 år;12 år;1998;4980
Høje-Taastrup;Familier;0 år;12 år;1999;5021
Høje-Taastrup;Familier;0 år;12 år;2000;4999
Høje-Taastrup;Familier;0 år;12 år;2001;5016
Høje-Taastrup;Familier;0 år;12 år;2002;5009
Høje-Taastrup;Familier;0 år;12 år;2003;4973
Høje-Taastrup;Familier;0 år;12 år;2004;4920
Høje-Taastrup;Familier;0 år;12 år;2005;4913
Høje-Taastrup;Familier;0 år;12 år;2006;4984
Høje-Taastrup;Familier;0 år;12 år;2007;4983
Høje-Taastrup;Familier;0 år;12 år;2008;5037
Høje-Taastrup;Familier;0 år;12 år;2009;5033
Høje-Taastrup;Familier;0 år;12 år;2010;5009
Høje-Taastrup;Familier;0 år;12 år;2011;5003
Høje-Taastrup;Familier;0 år;12 år;2012;4987
Høje-Taastrup;Familier;0 år;12 år;2013;4965
Høje-Taastrup;Familier;0 år;12 år;2014;4917
Høje-Taastrup;Familier;0 år;12 år;2015;4934
Høje-Taastrup;Familier;0 år;12 år;2016;5003
Høje-Taastrup;Familier;0 år;12 år;2017;4956
Høje-Taastrup;Familier;0 år;12 år;2018;4963
Høje-Taastrup;Familier;0 år;12 år;2019;4939
Høje-Taastrup;Familier;0 år;12 år;2020;4976
Høje-Taastrup;Familier;0 år;12 år;2021;5035
Høje-Taastrup;Familier;0 år;12 år;2022;5192
Høje-Taastrup;Familier;0 år;12 år;2023;5388
Høje-Taastrup;Familier;0 år;12 år;2024;5558
Ishøj;Familier;0 år;12 år;1986;2777
Ishøj;Familier;0 år;12 år;1987;2688
Ishøj;Familier;0 år;12 år;1988;2633
Ishøj;Familier;0 år;12 år;1989;2524
Ishøj;Familier;0 år;12 år;1990;2485
Ishøj;Familier;0 år;12 år;1991;2457
Ishøj;Familier;0 år;12 år;1992;2454
Ishøj;Familier;0 år;12 år;1993;2435
Ishøj;Familier;0 år;12 år;1994;2424
Ishøj;Familier;0 år;12 år;1995;2428
Ishøj;Familier;0 år;12 år;1996;2434
Ishøj;Familier;0 år;12 år;1997;2430
Ishøj;Familier;0 år;12 år;1998;2482
Ishøj;Familier;0 år;12 år;1999;2424
Ishøj;Familier;0 år;12 år;2000;2405
Ishøj;Familier;0 år;12 år;2001;2386
Ishøj;Familier;0 år;12 år;2002;2395
Ishøj;Familier;0 år;12 år;2003;2386
Ishøj;Familier;0 år;12 år;2004;2347
Ishøj;Familier;0 år;12 år;2005;2318
Ishøj;Familier;0 år;12 år;2006;2279
Ishøj;Familier;0 år;12 år;2007;2246
Ishøj;Familier;0 år;12 år;2008;2199
Ishøj;Familier;0 år;12 år;2009;2193
Ishøj;Familier;0 år;12 år;2010;2161
Ishøj;Familier;0 år;12 år;2011;2144
Ishøj;Familier;0 år;12 år;2012;2171
Ishøj;Familier;0 år;12 år;2013;2173
Ishøj;Familier;0 år;12 år;2014;2169
Ishøj;Familier;0 år;12 år;2015;2213
Ishøj;Familier;0 år;12 år;2016;2266
Ishøj;Familier;0 år;12 år;2017;2312
Ishøj;Familier;0 år;12 år;2018;2355
Ishøj;Familier;0 år;12 år;2019;2334
Ishøj;Familier;0 år;12 år;2020;2300
Ishøj;Familier;0 år;12 år;2021;2311
Ishøj;Familier;0 år;12 år;2022;2254
Ishøj;Familier;0 år;12 år;2023;2263
Ishøj;Familier;0 år;12 år;2024;2260
Lyngby-Taarbæk;Familier;0 år;12 år;1986;3836
Lyngby-Taarbæk;Familier;0 år;12 år;1987;3758
Lyngby-Taarbæk;Familier;0 år;12 år;1988;3733
Lyngby-Taarbæk;Familier;0 år;12 år;1989;3698
Lyngby-Taarbæk;Familier;0 år;12 år;1990;3733
Lyngby-Taarbæk;Familier;0 år;12 år;1991;3813
Lyngby-Taarbæk;Familier;0 år;12 år;1992;3882
Lyngby-Taarbæk;Familier;0 år;12 år;1993;3910
Lyngby-Taarbæk;Familier;0 år;12 år;1994;4010
Lyngby-Taarbæk;Familier;0 år;12 år;1995;4148
Lyngby-Taarbæk;Familier;0 år;12 år;1996;4261
Lyngby-Taarbæk;Familier;0 år;12 år;1997;4414
Lyngby-Taarbæk;Familier;0 år;12 år;1998;4466
Lyngby-Taarbæk;Familier;0 år;12 år;1999;4592
Lyngby-Taarbæk;Familier;0 år;12 år;2000;4636
Lyngby-Taarbæk;Familier;0 år;12 år;2001;4721
Lyngby-Taarbæk;Familier;0 år;12 år;2002;4789
Lyngby-Taarbæk;Familier;0 år;12 år;2003;4840
Lyngby-Taarbæk;Familier;0 år;12 år;2004;4930
Lyngby-Taarbæk;Familier;0 år;12 år;2005;4970
Lyngby-Taarbæk;Familier;0 år;12 år;2006;5010
Lyngby-Taarbæk;Familier;0 år;12 år;2007;4942
Lyngby-Taarbæk;Familier;0 år;12 år;2008;4859
