OMRÅDE;ENHED;BOERNALD;BOERNAL1;TID;INDHOLD
Randers;Familier;0 år;12 år;1996;8411
Randers;Familier;0 år;12 år;1997;8596
Randers;Familier;0 år;12 år;1998;8656
Randers;Familier;0 år;12 år;1999;8715
Randers;Familier;0 år;12 år;2000;8780
Randers;Familier;0 år;12 år;2001;8914
Randers;Familier;0 år;12 år;2002;8912
Randers;Familier;0 år;12 år;2003;8974
Randers;Familier;0 år;12 år;2004;9076
Randers;Familier;0 år;12 år;2005;9015
Randers;Familier;0 år;12 år;2006;9044
Randers;Familier;0 år;12 år;2007;9078
Randers;Familier;0 år;12 år;2008;9106
Randers;Familier;0 år;12 år;2009;9063
Randers;Familier;0 år;12 år;2010;9017
Randers;Familier;0 år;12 år;2011;8938
Randers;Familier;0 år;12 år;2012;8806
Randers;Familier;0 år;12 år;2013;8671
Randers;Familier;0 år;12 år;2014;8592
Randers;Familier;0 år;12 år;2015;8535
Randers;Familier;0 år;12 år;2016;8529
Randers;Familier;0 år;12 år;2017;8600
Randers;Familier;0 år;12 år;2018;8591
Randers;Familier;0 år;12 år;2019;8516
Randers;Familier;0 år;12 år;2020;8493
Randers;Familier;0 år;12 år;2021;8511
Randers;Familier;0 år;12 år;2022;8479
Randers;Familier;0 år;12 år;2023;8539
Randers;Familier;0 år;12 år;2024;8473
Samsø;Familier;0 år;12 år;1986;404
Samsø;Familier;0 år;12 år;1987;379
Samsø;Familier;0 år;12 år;1988;376
Samsø;Familier;0 år;12 år;1989;368
Samsø;Familier;0 år;12 år;1990;366
Samsø;Familier;0 år;12 år;1991;369
Samsø;Familier;0 år;12 år;1992;366
Samsø;Familier;0 år;12 år;1993;373
Samsø;Familier;0 år;12 år;1994;365
Samsø;Familier;0 år;12 år;1995;353
Samsø;Familier;0 år;12 år;1996;365
Samsø;Familier;0 år;12 år;1997;350
Samsø;Familier;0 år;12 år;1998;350
Samsø;Familier;0 år;12 år;1999;359
Samsø;Familier;0 år;12 år;2000;348
Samsø;Familier;0 år;12 år;2001;353
Samsø;Familier;0 år;12 år;2002;345
Samsø;Familier;0 år;12 år;2003;350
Samsø;Familier;0 år;12 år;2004;354
Samsø;Familier;0 år;12 år;2005;330
Samsø;Familier;0 år;12 år;2006;320
Samsø;Familier;0 år;12 år;2007;322
Samsø;Familier;0 år;12 år;2008;309
Samsø;Familier;0 år;12 år;2009;301
Samsø;Familier;0 år;12 år;2010;295
Samsø;Familier;0 år;12 år;2011;270
Samsø;Familier;0 år;12 år;2012;264
Samsø;Familier;0 år;12 år;2013;250
Samsø;Familier;0 år;12 år;2014;234
Samsø;Familier;0 år;12 år;2015;230
Samsø;Familier;0 år;12 år;2016;217
Samsø;Familier;0 år;12 år;2017;219
Samsø;Familier;0 år;12 år;2018;227
Samsø;Familier;0 år;12 år;2019;223
Samsø;Familier;0 år;12 år;2020;232
Samsø;Familier;0 år;12 år;2021;229
Samsø;Familier;0 år;12 år;2022;219
Samsø;Familier;0 år;12 år;2023;232
Samsø;Familier;0 år;12 år;2024;224
Silkeborg;Familier;0 år;12 år;1986;7968
Silkeborg;Familier;0 år;12 år;1987;7831
Silkeborg;Familier;0 år;12 år;1988;7729
Silkeborg;Familier;0 år;12 år;1989;7587
Silkeborg;Familier;0 år;12 år;1990;7604
Silkeborg;Familier;0 år;12 år;1991;7588
Silkeborg;Familier;0 år;12 år;1992;7595
Silkeborg;Familier;0 år;12 år;1993;7620
Silkeborg;Familier;0 år;12 år;1994;7654
Silkeborg;Familier;0 år;12 år;1995;7807
Silkeborg;Familier;0 år;12 år;1996;7973
Silkeborg;Familier;0 år;12 år;1997;8072
Silkeborg;Familier;0 år;12 år;1998;8241
Silkeborg;Familier;0 år;12 år;1999;8263
Silkeborg;Familier;0 år;12 år;2000;8343
Silkeborg;Familier;0 år;12 år;2001;8506
Silkeborg;Familier;0 år;12 år;2002;8604
Silkeborg;Familier;0 år;12 år;2003;8674
Silkeborg;Familier;0 år;12 år;2004;8778
Silkeborg;Familier;0 år;12 år;2005;8831
Silkeborg;Familier;0 år;12 år;2006;8948
Silkeborg;Familier;0 år;12 år;2007;9032
Silkeborg;Familier;0 år;12 år;2008;9040
Silkeborg;Familier;0 år;12 år;2009;9020
Silkeborg;Familier;0 år;12 år;2010;8986
Silkeborg;Familier;0 år;12 år;2011;8885
Silkeborg;Familier;0 år;12 år;2012;8829
Silkeborg;Familier;0 år;12 år;2013;8748
Silkeborg;Familier;0 år;12 år;2014;8668
Silkeborg;Familier;0 år;12 år;2015;8580
Silkeborg;Familier;0 år;12 år;2016;8560
Silkeborg;Familier;0 år;12 år;2017;8516
Silkeborg;Familier;0 år;12 år;2018;8662
Silkeborg;Familier;0 år;12 år;2019;8693
Silkeborg;Familier;0 år;12 år;2020;8788
Silkeborg;Familier;0 år;12 år;2021;8908
Silkeborg;Familier;0 år;12 år;2022;9053
Silkeborg;Familier;0 år;12 år;2023;9209
Silkeborg;Familier;0 år;12 år;2024;9292
Skanderborg;Familier;0 år;12 år;1986;5734
Skanderborg;Familier;0 år;12 år;1987;5590
Skanderborg;Familier;0 år;12 år;1988;5445
Skanderborg;Familier;0 år;12 år;1989;5304
Skanderborg;Familier;0 år;12 år;1990;5229
Skanderborg;Familier;0 år;12 år;1991;5165
Skanderborg;Familier;0 år;12 år;1992;5034
Skanderborg;Familier;0 år;12 år;1993;5044
Skanderborg;Familier;0 år;12 år;1994;5084
Skanderborg;Familier;0 år;12 år;1995;5146
Skanderborg;Familier;0 år;12 år;1996;5226
Skanderborg;Familier;0 år;12 år;1997;5319
Skanderborg;Familier;0 år;12 år;1998;5435
Skanderborg;Familier;0 år;12 år;1999;5632
Skanderborg;Familier;0 år;12 år;2000;5741
Skanderborg;Familier;0 år;12 år;2001;5842
Skanderborg;Familier;0 år;12 år;2002;5916
Skanderborg;Familier;0 år;12 år;2003;6008
Skanderborg;Familier;0 år;12 år;2004;6139
Skanderborg;Familier;0 år;12 år;2005;6285
Skanderborg;Familier;0 år;12 år;2006;6347
Skanderborg;Familier;0 år;12 år;2007;6433
Skanderborg;Familier;0 år;12 år;2008;6442
Skanderborg;Familier;0 år;12 år;2009;6386
Skanderborg;Familier;0 år;12 år;2010;6433
Skanderborg;Familier;0 år;12 år;2011;6446
Skanderborg;Familier;0 år;12 år;2012;6404
Skanderborg;Familier;0 år;12 år;2013;6321
Skanderborg;Familier;0 år;12 år;2014;6195
Skanderborg;Familier;0 år;12 år;2015;6218
Skanderborg;Familier;0 år;12 år;2016;6275
Skanderborg;Familier;0 år;12 år;2017;6394
Skanderborg;Familier;0 år;12 år;2018;6487
Skanderborg;Familier;0 år;12 år;2019;6553
Skanderborg;Familier;0 år;12 år;2020;6653
Skanderborg;Familier;0 år;12 år;2021;6733
Skanderborg;Familier;0 år;12 år;2022;6859
Skanderborg;Familier;0 år;12 år;2023;6894
Skanderborg;Familier;0 år;12 år;2024;6835
Syddjurs;Familier;0 år;12 år;1986;3669
Syddjurs;Familier;0 år;12 år;1987;3641
Syddjurs;Familier;0 år;12 år;1988;3606
Syddjurs;Familier;0 år;12 år;1989;3577
Syddjurs;Familier;0 år;12 år;1990;3575
Syddjurs;Familier;0 år;12 år;1991;3572
Syddjurs;Familier;0 år;12 år;1992;3516
Syddjurs;Familier;0 år;12 år;1993;3518
Syddjurs;Familier;0 år;12 år;1994;3539
Syddjurs;Familier;0 år;12 år;1995;3604
Syddjurs;Familier;0 år;12 år;1996;3714
Syddjurs;Familier;0 år;12 år;1997;3747
Syddjurs;Familier;0 år;12 år;1998;3789
Syddjurs;Familier;0 år;12 år;1999;3823
Syddjurs;Familier;0 år;12 år;2000;3910
Syddjurs;Familier;0 år;12 år;2001;3944
Syddjurs;Familier;0 år;12 år;2002;4005
Syddjurs;Familier;0 år;12 år;2003;4028
Syddjurs;Familier;0 år;12 år;2004;4038
Syddjurs;Familier;0 år;12 år;2005;4048
Syddjurs;Familier;0 år;12 år;2006;4048
Syddjurs;Familier;0 år;12 år;2007;4084
Syddjurs;Familier;0 år;12 år;2008;4085
Syddjurs;Familier;0 år;12 år;2009;3992
Syddjurs;Familier;0 år;12 år;2010;3940
Syddjurs;Familier;0 år;12 år;2011;3872
Syddjurs;Familier;0 år;12 år;2012;3759
Syddjurs;Familier;0 år;12 år;2013;3676
Syddjurs;Familier;0 år;12 år;2014;3575
Syddjurs;Familier;0 år;12 år;2015;3504
Syddjurs;Familier;0 år;12 år;2016;3481
Syddjurs;Familier;0 år;12 år;2017;3484
Syddjurs;Familier;0 år;12 år;2018;3498
Syddjurs;Familier;0 år;12 år;2019;3543
Syddjurs;Familier;0 år;12 år;2020;3562
Syddjurs;Familier;0 år;12 år;2021;3589
Syddjurs;Familier;0 år;12 år;2022;3682
Syddjurs;Familier;0 år;12 år;2023;3736
Syddjurs;Familier;0 år;12 år;2024;3643
Aarhus;Familier;0 år;12 år;1986;24938
Aarhus;Familier;0 år;12 år;1987;24598
Aarhus;Familier;0 år;12 år;1988;24271
Aarhus;Familier;0 år;12 år;1989;23994
Aarhus;Familier;0 år;12 år;1990;24067
Aarhus;Familier;0 år;12 år;1991;24209
Aarhus;Familier;0 år;12 år;1992;24578
Aarhus;Familier;0 år;12 år;1993;25128
Aarhus;Familier;0 år;12 år;1994;25618
Aarhus;Familier;0 år;12 år;1995;26109
Aarhus;Familier;0 år;12 år;1996;26478
Aarhus;Familier;0 år;12 år;1997;26837
Aarhus;Familier;0 år;12 år;1998;26990
Aarhus;Familier;0 år;12 år;1999;27187
Aarhus;Familier;0 år;12 år;2000;27260
Aarhus;Familier;0 år;12 år;2001;27517
Aarhus;Familier;0 år;12 år;2002;27757
Aarhus;Familier;0 år;12 år;2003;27849
Aarhus;Familier;0 år;12 år;2004;28077
Aarhus;Familier;0 år;12 år;2005;28047
Aarhus;Familier;0 år;12 år;2006;27652
Aarhus;Familier;0 år;12 år;2007;27193
Aarhus;Familier;0 år;12 år;2008;26995
Aarhus;Familier;0 år;12 år;2009;26896
Aarhus;Familier;0 år;12 år;2010;27050
Aarhus;Familier;0 år;12 år;2011;27215
Aarhus;Familier;0 år;12 år;2012;27234
Aarhus;Familier;0 år;12 år;2013;27382
Aarhus;Familier;0 år;12 år;2014;27494
Aarhus;Familier;0 år;12 år;2015;27660
Aarhus;Familier;0 år;12 år;2016;28046
Aarhus;Familier;0 år;12 år;2017;28577
Aarhus;Familier;0 år;12 år;2018;28748
Aarhus;Familier;0 år;12 år;2019;28970
Aarhus;Familier;0 år;12 år;2020;29117
Aarhus;Familier;0 år;12 år;2021;29208
Aarhus;Familier;0 år;12 år;2022;28755
Aarhus;Familier;0 år;12 år;2023;28858
Aarhus;Familier;0 år;12 år;2024;29011
Herning;Familier;0 år;12 år;1986;8631
Herning;Familier;0 år;12 år;1987;8525
Herning;Familier;0 år;12 år;1988;8350
Herning;Familier;0 år;12 år;1989;8189
Herning;Familier;0 år;12 år;1990;8090
Herning;Familier;0 år;12 år;1991;7999
Herning;Familier;0 år;12 år;1992;7919
Herning;Familier;0 år;12 år;1993;7850
Herning;Familier;0 år;12 år;1994;7830
Herning;Familier;0 år;12 år;1995;7894
Herning;Familier;0 år;12 år;1996;8005
Herning;Familier;0 år;12 år;1997;8047
Herning;Familier;0 år;12 år;1998;8114
Herning;Familier;0 år;12 år;1999;8136
Herning;Familier;0 år;12 år;2000;8176
Herning;Familier;0 år;12 år;2001;8233
Herning;Familier;0 år;12 år;2002;8334
Herning;Familier;0 år;12 år;2003;8345
Herning;Familier;0 år;12 år;2004;8353
Herning;Familier;0 år;12 år;2005;8362
Herning;Familier;0 år;12 år;2006;8303
Herning;Familier;0 år;12 år;2007;8246
Herning;Familier;0 år;12 år;2008;8233
Herning;Familier;0 år;12 år;2009;8210
Herning;Familier;0 år;12 år;2010;8194
Herning;Familier;0 år;12 år;2011;8130
Herning;Familier;0 år;12 år;2012;8043
Herning;Familier;0 år;12 år;2013;7977
Herning;Familier;0 år;12 år;2014;7893
Herning;Familier;0 år;12 år;2015;7868
Herning;Familier;0 år;12 år;2016;7861
Herning;Familier;0 år;12 år;2017;7888
Herning;Familier;0 år;12 år;2018;7866
Herning;Familier;0 år;12 år;2019;7825
Herning;Familier;0 år;12 år;2020;7833
Herning;Familier;0 år;12 år;2021;7753
Herning;Familier;0 år;12 år;2022;7674
Herning;Familier;0 år;12 år;2023;7700
Herning;Familier;0 år;12 år;2024;7602
Holstebro;Familier;0 år;12 år;1986;5771
Holstebro;Familier;0 år;12 år;1987;5723
Holstebro;Familier;0 år;12 år;1988;5656
Holstebro;Familier;0 år;12 år;1989;5524
Holstebro;Familier;0 år;12 år;1990;5470
Holstebro;Familier;0 år;12 år;1991;5454
Holstebro;Familier;0 år;12 år;1992;5413
Holstebro;Familier;0 år;12 år;1993;5378
Holstebro;Familier;0 år;12 år;1994;5395
Holstebro;Familier;0 år;12 år;1995;5437
Holstebro;Familier;0 år;12 år;1996;5437
Holstebro;Familier;0 år;12 år;1997;5466
Holstebro;Familier;0 år;12 år;1998;5480
Holstebro;Familier;0 år;12 år;1999;5491
Holstebro;Familier;0 år;12 år;2000;5463
Holstebro;Familier;0 år;12 år;2001;5492
Holstebro;Familier;0 år;12 år;2002;5508
Holstebro;Familier;0 år;12 år;2003;5504
Holstebro;Familier;0 år;12 år;2004;5504
Holstebro;Familier;0 år;12 år;2005;5500
Holstebro;Familier;0 år;12 år;2006;5496
Holstebro;Familier;0 år;12 år;2007;5446
Holstebro;Familier;0 år;12 år;2008;5471
Holstebro;Familier;0 år;12 år;2009;5465
Holstebro;Familier;0 år;12 år;2010;5405
Holstebro;Familier;0 år;12 år;2011;5333
Holstebro;Familier;0 år;12 år;2012;5295
Holstebro;Familier;0 år;12 år;2013;5235
Holstebro;Familier;0 år;12 år;2014;5160
Holstebro;Familier;0 år;12 år;2015;5124
Holstebro;Familier;0 år;12 år;2016;5113
Holstebro;Familier;0 år;12 år;2017;5227
Holstebro;Familier;0 år;12 år;2018;5271
Holstebro;Familier;0 år;12 år;2019;5252
Holstebro;Familier;0 år;12 år;2020;5199
Holstebro;Familier;0 år;12 år;2021;5174
Holstebro;Familier;0 år;12 år;2022;5055
Holstebro;Familier;0 år;12 år;2023;5098
Holstebro;Familier;0 år;12 år;2024;5029
Ikast-Brande;Familier;0 år;12 år;1986;4134
Ikast-Brande;Familier;0 år;12 år;1987;4159
Ikast-Brande;Familier;0 år;12 år;1988;4146
Ikast-Brande;Familier;0 år;12 år;1989;4075
Ikast-Brande;Familier;0 år;12 år;1990;3996
Ikast-Brande;Familier;0 år;12 år;1991;3936
Ikast-Brande;Familier;0 år;12 år;1992;3946
Ikast-Brande;Familier;0 år;12 år;1993;3916
Ikast-Brande;Familier;0 år;12 år;1994;3850
Ikast-Brande;Familier;0 år;12 år;1995;3863
Ikast-Brande;Familier;0 år;12 år;1996;3916
Ikast-Brande;Familier;0 år;12 år;1997;3952
Ikast-Brande;Familier;0 år;12 år;1998;4004
Ikast-Brande;Familier;0 år;12 år;1999;4017
Ikast-Brande;Familier;0 år;12 år;2000;3976
Ikast-Brande;Familier;0 år;12 år;2001;3968
Ikast-Brande;Familier;0 år;12 år;2002;3998
Ikast-Brande;Familier;0 år;12 år;2003;4043
Ikast-Brande;Familier;0 år;12 år;2004;4046
Ikast-Brande;Familier;0 år;12 år;2005;4065
Ikast-Brande;Familier;0 år;12 år;2006;4045
Ikast-Brande;Familier;0 år;12 år;2007;4034
Ikast-Brande;Familier;0 år;12 år;2008;4009
Ikast-Brande;Familier;0 år;12 år;2009;3989
Ikast-Brande;Familier;0 år;12 år;2010;3996
Ikast-Brande;Familier;0 år;12 år;2011;3995
Ikast-Brande;Familier;0 år;12 år;2012;3988
Ikast-Brande;Familier;0 år;12 år;2013;3901
Ikast-Brande;Familier;0 år;12 år;2014;3839
Ikast-Brande;Familier;0 år;12 år;2015;3775
Ikast-Brande;Familier;0 år;12 år;2016;3763
Ikast-Brande;Familier;0 år;12 år;2017;3779
Ikast-Brande;Familier;0 år;12 år;2018;3784
Ikast-Brande;Familier;0 år;12 år;2019;3762
Ikast-Brande;Familier;0 år;12 år;2020;3766
Ikast-Brande;Familier;0 år;12 år;2021;3734
Ikast-Brande;Familier;0 år;12 år;2022;3713
Ikast-Brande;Familier;0 år;12 år;2023;3772
Ikast-Brande;Familier;0 år;12 år;2024;3707
Lemvig;Familier;0 år;12 år;1986;2629
Lemvig;Familier;0 år;12 år;1987;2573
Lemvig;Familier;0 år;12 år;1988;2542
Lemvig;Familier;0 år;12 år;1989;2493
Lemvig;Familier;0 år;12 år;1990;2446
Lemvig;Familier;0 år;12 år;1991;2396
Lemvig;Familier;0 år;12 år;1992;2369
Lemvig;Familier;0 år;12 år;1993;2331
Lemvig;Familier;0 år;12 år;1994;2315
Lemvig;Familier;0 år;12 år;1995;2351
Lemvig;Familier;0 år;12 år;1996;2335
Lemvig;Familier;0 år;12 år;1997;2320
Lemvig;Familier;0 år;12 år;1998;2338
Lemvig;Familier;0 år;12 år;1999;2318
Lemvig;Familier;0 år;12 år;2000;2358
Lemvig;Familier;0 år;12 år;2001;2345
Lemvig;Familier;0 år;12 år;2002;2308
Lemvig;Familier;0 år;12 år;2003;2278
Lemvig;Familier;0 år;12 år;2004;2259
Lemvig;Familier;0 år;12 år;2005;2176
Lemvig;Familier;0 år;12 år;2006;2125
Lemvig;Familier;0 år;12 år;2007;2059
Lemvig;Familier;0 år;12 år;2008;1986
Lemvig;Familier;0 år;12 år;2009;1909
Lemvig;Familier;0 år;12 år;2010;1833
Lemvig;Familier;0 år;12 år;2011;1768
Lemvig;Familier;0 år;12 år;2012;1701
Lemvig;Familier;0 år;12 år;2013;1658
Lemvig;Familier;0 år;12 år;2014;1587
Lemvig;Familier;0 år;12 år;2015;1508
Lemvig;Familier;0 år;12 år;2016;1452
Lemvig;Familier;0 år;12 år;2017;1416
Lemvig;Familier;0 år;12 år;2018;1397
Lemvig;Familier;0 år;12 år;2019;1386
Lemvig;Familier;0 år;12 år;2020;1363
Lemvig;Familier;0 år;12 år;2021;1354
Lemvig;Familier;0 år;12 år;2022;1327
Lemvig;Familier;0 år;12 år;2023;1328
Lemvig;Familier;0 år;12 år;2024;1270
Ringkøbing-Skjern;Familier;0 år;12 år;1986;6089
Ringkøbing-Skjern;Familier;0 år;12 år;1987;6048
Ringkøbing-Skjern;Familier;0 år;12 år;1988;5999
Ringkøbing-Skjern;Familier;0 år;12 år;1989;5910
Ringkøbing-Skjern;Familier;0 år;12 år;1990;5899
Ringkøbing-Skjern;Familier;0 år;12 år;1991;5821
Ringkøbing-Skjern;Familier;0 år;12 år;1992;5794
Ringkøbing-Skjern;Familier;0 år;12 år;1993;5773
Ringkøbing-Skjern;Familier;0 år;12 år;1994;5684
Ringkøbing-Skjern;Familier;0 år;12 år;1995;5685
Ringkøbing-Skjern;Familier;0 år;12 år;1996;5790
Ringkøbing-Skjern;Familier;0 år;12 år;1997;5702
Ringkøbing-Skjern;Familier;0 år;12 år;1998;5677
Ringkøbing-Skjern;Familier;0 år;12 år;1999;5709
Ringkøbing-Skjern;Familier;0 år;12 år;2000;5705
Ringkøbing-Skjern;Familier;0 år;12 år;2001;5767
Ringkøbing-Skjern;Familier;0 år;12 år;2002;5824
Ringkøbing-Skjern;Familier;0 år;12 år;2003;5823
Ringkøbing-Skjern;Familier;0 år;12 år;2004;5789
Ringkøbing-Skjern;Familier;0 år;12 år;2005;5741
Ringkøbing-Skjern;Familier;0 år;12 år;2006;5673
Ringkøbing-Skjern;Familier;0 år;12 år;2007;5625
Ringkøbing-Skjern;Familier;0 år;12 år;2008;5584
Ringkøbing-Skjern;Familier;0 år;12 år;2009;5530
Ringkøbing-Skjern;Familier;0 år;12 år;2010;5426
Ringkøbing-Skjern;Familier;0 år;12 år;2011;5295
Ringkøbing-Skjern;Familier;0 år;12 år;2012;5190
Ringkøbing-Skjern;Familier;0 år;12 år;2013;5069
Ringkøbing-Skjern;Familier;0 år;12 år;2014;4987
Ringkøbing-Skjern;Familier;0 år;12 år;2015;4868
Ringkøbing-Skjern;Familier;0 år;12 år;2016;4830
Ringkøbing-Skjern;Familier;0 år;12 år;2017;4764
Ringkøbing-Skjern;Familier;0 år;12 år;2018;4713
Ringkøbing-Skjern;Familier;0 år;12 år;2019;4677
Ringkøbing-Skjern;Familier;0 år;12 år;2020;4558
Ringkøbing-Skjern;Familier;0 år;12 år;2021;4483
Ringkøbing-Skjern;Familier;0 år;12 år;2022;4402
Ringkøbing-Skjern;Familier;0 år;12 år;2023;4392
Ringkøbing-Skjern;Familier;0 år;12 år;2024;4328
Skive;Familier;0 år;12 år;1986;5025
Skive;Familier;0 år;12 år;1987;4955
Skive;Familier;0 år;12 år;1988;4910
Skive;Familier;0 år;12 år;1989;4863
Skive;Familier;0 år;12 år;1990;4821
Skive;Familier;0 år;12 år;1991;4772
Skive;Familier;0 år;12 år;1992;4704
Skive;Familier;0 år;12 år;1993;4663
Skive;Familier;0 år;12 år;1994;4667
Skive;Familier;0 år;12 år;1995;4632
Skive;Familier;0 år;12 år;1996;4726
Skive;Familier;0 år;12 år;1997;4744
Skive;Familier;0 år;12 år;1998;4804
Skive;Familier;0 år;12 år;1999;4777
Skive;Familier;0 år;12 år;2000;4794
Skive;Familier;0 år;12 år;2001;4851
Skive;Familier;0 år;12 år;2002;4826
Skive;Familier;0 år;12 år;2003;4753
Skive;Familier;0 år;12 år;2004;4711
Skive;Familier;0 år;12 år;2005;4636
Skive;Familier;0 år;12 år;2006;4546
Skive;Familier;0 år;12 år;2007;4517
Skive;Familier;0 år;12 år;2008;4448
Skive;Familier;0 år;12 år;2009;4326
Skive;Familier;0 år;12 år;2010;4240
Skive;Familier;0 år;12 år;2011;4204
Skive;Familier;0 år;12 år;2012;4110
Skive;Familier;0 år;12 år;2013;4004
Skive;Familier;0 år;12 år;2014;3900
Skive;Familier;0 år;12 år;2015;3799
Skive;Familier;0 år;12 år;2016;3761
Skive;Familier;0 år;12 år;2017;3704
Skive;Familier;0 år;12 år;2018;3669
Skive;Familier;0 år;12 år;2019;3596
Skive;Familier;0 år;12 år;2020;3527
Skive;Familier;0 år;12 år;2021;3432
Skive;Familier;0 år;12 år;2022;3343
Skive;Familier;0 år;12 år;2023;3298
Skive;Familier;0 år;12 år;2024;3203
Struer;Familier;0 år;12 år;1986;2518
Struer;Familier;0 år;12 år;1987;2471
Struer;Familier;0 år;12 år;1988;2417
Struer;Familier;0 år;12 år;1989;2363
Struer;Familier;0 år;12 år;1990;2328
Struer;Familier;0 år;12 år;1991;2319
Struer;Familier;0 år;12 år;1992;2287
Struer;Familier;0 år;12 år;1993;2263
Struer;Familier;0 år;12 år;1994;2243
Struer;Familier;0 år;12 år;1995;2254
Struer;Familier;0 år;12 år;1996;2257
Struer;Familier;0 år;12 år;1997;2254
Struer;Familier;0 år;12 år;1998;2239
Struer;Familier;0 år;12 år;1999;2247
Struer;Familier;0 år;12 år;2000;2235
Struer;Familier;0 år;12 år;2001;2221
Struer;Familier;0 år;12 år;2002;2234
Struer;Familier;0 år;12 år;2003;2234
Struer;Familier;0 år;12 år;2004;2218
Struer;Familier;0 år;12 år;2005;2186
Struer;Familier;0 år;12 år;2006;2176
Struer;Familier;0 år;12 år;2007;2145
Struer;Familier;0 år;12 år;2008;2125
Struer;Familier;0 år;12 år;2009;2086
Struer;Familier;0 år;12 år;2010;2072
Struer;Familier;0 år;12 år;2011;1984
Struer;Familier;0 år;12 år;2012;1927
Struer;Familier;0 år;12 år;2013;1845
Struer;Familier;0 år;12 år;2014;1772
Struer;Familier;0 år;12 år;2015;1708
Struer;Familier;0 år;12 år;2016;1708
Struer;Familier;0 år;12 år;2017;1692
Struer;Familier;0 år;12 år;2018;1667
Struer;Familier;0 år;12 år;2019;1639
Struer;Familier;0 år;12 år;2020;1579
Struer;Familier;0 år;12 år;2021;1492
Struer;Familier;0 år;12 år;2022;1460
Struer;Familier;0 år;12 år;2023;1457
Struer;Familier;0 år;12 år;2024;1397
Viborg;Familier;0 år;12 år;1986;8980
Viborg;Familier;0 år;12 år;1987;8798
Viborg;Familier;0 år;12 år;1988;8700
Viborg;Familier;0 år;12 år;1989;8533
Viborg;Familier;0 år;12 år;1990;8377
Viborg;Familier;0 år;12 år;1991;8308
Viborg;Familier;0 år;12 år;1992;8307
Viborg;Familier;0 år;12 år;1993;8316
Viborg;Familier;0 år;12 år;1994;8260
Viborg;Familier;0 år;12 år;1995;8349
Viborg;Familier;0 år;12 år;1996;8464
Viborg;Familier;0 år;12 år;1997;8648
Viborg;Familier;0 år;12 år;1998;8661
Viborg;Familier;0 år;12 år;1999;8636
Viborg;Familier;0 år;12 år;2000;8742
Viborg;Familier;0 år;12 år;2001;8763
Viborg;Familier;0 år;12 år;2002;8889
Viborg;Familier;0 år;12 år;2003;8965
Viborg;Familier;0 år;12 år;2004;9029
Viborg;Familier;0 år;12 år;2005;9092
Viborg;Familier;0 år;12 år;2006;9066
Viborg;Familier;0 år;12 år;2007;9145
Viborg;Familier;0 år;12 år;2008;9146
Viborg;Familier;0 år;12 år;2009;9123
Viborg;Familier;0 år;12 år;2010;9089
Viborg;Familier;0 år;12 år;2011;9011
Viborg;Familier;0 år;12 år;2012;8975
Viborg;Familier;0 år;12 år;2013;8921
Viborg;Familier;0 år;12 år;2014;8873
Viborg;Familier;0 år;12 år;2015;8823
Viborg;Familier;0 år;12 år;2016;8783
Viborg;Familier;0 år;12 år;2017;8806
Viborg;Familier;0 år;12 år;2018;8761
Viborg;Familier;0 år;12 år;2019;8743
Viborg;Familier;0 år;12 år;2020;8596
Viborg;Familier;0 år;12 år;2021;8418
Viborg;Familier;0 år;12 år;2022;8244
Viborg;Familier;0 år;12 år;2023;8279
Viborg;Familier;0 år;12 år;2024;8052
Brønderslev;Familier;0 år;12 år;1986;3722
Brønderslev;Familier;0 år;12 år;1987;3730
Brønderslev;Familier;0 år;12 år;1988;3654
Brønderslev;Familier;0 år;12 år;1989;3597
Brønderslev;Familier;0 år;12 år;1990;3480
Brønderslev;Familier;0 år;12 år;1991;3508
Brønderslev;Familier;0 år;12 år;1992;3486
Brønderslev;Familier;0 år;12 år;1993;3441
Brønderslev;Familier;0 år;12 år;1994;3444
Brønderslev;Familier;0 år;12 år;1995;3436
Brønderslev;Familier;0 år;12 år;1996;3407
Brønderslev;Familier;0 år;12 år;1997;3416
Brønderslev;Familier;0 år;12 år;1998;3420
Brønderslev;Familier;0 år;12 år;1999;3429
Brønderslev;Familier;0 år;12 år;2000;3426
Brønderslev;Familier;0 år;12 år;2001;3417
Brønderslev;Familier;0 år;12 år;2002;3452
Brønderslev;Familier;0 år;12 år;2003;3470
Brønderslev;Familier;0 år;12 år;2004;3490
Brønderslev;Familier;0 år;12 år;2005;3485
Brønderslev;Familier;0 år;12 år;2006;3437
Brønderslev;Familier;0 år;12 år;2007;3448
Brønderslev;Familier;0 år;12 år;2008;3447
Brønderslev;Familier;0 år;12 år;2009;3453
Brønderslev;Familier;0 år;12 år;2010;3421
Brønderslev;Familier;0 år;12 år;2011;3389
Brønderslev;Familier;0 år;12 år;2012;3340
Brønderslev;Familier;0 år;12 år;2013;3293
Brønderslev;Familier;0 år;12 år;2014;3231
Brønderslev;Familier;0 år;12 år;2015;3226
Brønderslev;Familier;0 år;12 år;2016;3250
Brønderslev;Familier;0 år;12 år;2017;3258
Brønderslev;Familier;0 år;12 år;2018;3266
Brønderslev;Familier;0 år;12 år;2019;3238
Brønderslev;Familier;0 år;12 år;2020;3252
Brønderslev;Familier;0 år;12 år;2021;3225
Brønderslev;Familier;0 år;12 år;2022;3137
Brønderslev;Familier;0 år;12 år;2023;3165
Brønderslev;Familier;0 år;12 år;2024;3145
